,active,bill_id,bill_slug,bill_type,bill_uri,committee_codes,committees,congressdotgov_url,cosponsors,cosponsors_by_party.D,cosponsors_by_party.I,cosponsors_by_party.R,enacted,govtrack_url,gpo_pdf_uri,house_passage,introduced_date,last_vote,latest_major_action,latest_major_action_date,number,primary_subject,senate_passage,short_title,sponsor_id,sponsor_name,sponsor_party,sponsor_state,sponsor_title,sponsor_uri,subcommittee_codes,summary,summary_short,title,vetoed
5,True,sres706-115,sres706,sres,https://api.propublica.org/congress/v1/115/bills/sres706.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/706,1,1.0,,,,https://www.govtrack.us/congress/bills/115/sres706,https://www.govinfo.gov/content/pkg/BILLS-115sres706ats/pdf/BILLS-115sres706ats.pdf,,2018-11-26,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7099-7100; text: CR S7091; Sponsor introductory remarks on measure: CR S7091)",2018-11-26,S.RES.706,Congress,,"A resolution to authorize representation by the Senate Legal Counsel in the case of Jacob R. Kent, et al., v. R.L. Vallee, Inc., et al.",M000355,Mitch McConnell,R,KY,Sen.,https://api.propublica.org/congress/v1/members/M000355.json,[],,,"A resolution to authorize representation by the Senate Legal Counsel in the case of Jacob R. Kent, et al., v. R.L. Vallee, Inc., et al.",
6,True,sres705-115,sres705,sres,https://api.propublica.org/congress/v1/115/bills/sres705.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/705,1,1.0,,,,https://www.govtrack.us/congress/bills/115/sres705,https://www.govinfo.gov/content/pkg/BILLS-115sres705ats/pdf/BILLS-115sres705ats.pdf,,2018-11-26,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7099-7100; text: CR S7091)",2018-11-26,S.RES.705,Health,,"A resolution designating December 3, 2018, as ""National Phenylketonuria Awareness Day"".",I000055,Johnny Isakson,R,GA,Sen.,https://api.propublica.org/congress/v1/members/I000055.json,[],,,"A resolution designating December 3, 2018, as ""National Phenylketonuria Awareness Day"".",
8,True,s3657-115,s3657,s,https://api.propublica.org/congress/v1/115/bills/s3657.json,['SSHR'],"Senate Health, Education, Labor, and Pensions Committee",https://www.congress.gov/bill/115th-congress/senate-bill/3657,2,2.0,,,,https://www.govtrack.us/congress/bills/115/s3657,https://www.govinfo.gov/content/pkg/BILLS-115s3657rs/pdf/BILLS-115s3657rs.pdf,,2018-11-26,,Placed on Senate Legislative Calendar under General Orders. Calendar No. 697.,2018-11-29,S.3657,Health,,Traumatic Brain Injury Program Reauthorization Act of 2018,H000338,Orrin G. Hatch,R,UT,Sen.,https://api.propublica.org/congress/v1/members/H000338.json,[],,,A bill to reauthorize the Traumatic Brain Injury program.,
10,True,sres693-115,sres693,sres,https://api.propublica.org/congress/v1/115/bills/sres693.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/693,28,14.0,,14.0,,https://www.govtrack.us/congress/bills/115/sres693,https://www.govinfo.gov/content/pkg/BILLS-115sres693ats/pdf/BILLS-115sres693ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7056-7057)",2018-11-15,S.RES.693,Commerce,,"A resolution celebrating October 25, 2018, as the 30th anniversary of the passage of the Women's Business Ownership Act of 1988, while commending the unique entrepreneurial spirit shared by women small business owners of the United States.",R000584,Jim Risch,R,ID,Sen.,https://api.propublica.org/congress/v1/members/R000584.json,[],,,"A resolution celebrating October 25, 2018, as the 30th anniversary of the passage of the Women's Business Ownership Act of 1988, while commending the unique entrepreneurial spirit shared by women small business owners of the United States.",
11,True,sres698-115,sres698,sres,https://api.propublica.org/congress/v1/115/bills/sres698.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/698,22,13.0,,9.0,,https://www.govtrack.us/congress/bills/115/sres698,https://www.govinfo.gov/content/pkg/BILLS-115sres698ats/pdf/BILLS-115sres698ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7058-7059)",2018-11-15,S.RES.698,Animals,,"A resolution designating November 3, 2018, as National Bison Day.",H001061,John Hoeven,R,ND,Sen.,https://api.propublica.org/congress/v1/members/H001061.json,[],,,"A resolution designating November 3, 2018, as National Bison Day.",
12,True,sres695-115,sres695,sres,https://api.propublica.org/congress/v1/115/bills/sres695.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/695,15,12.0,,3.0,,https://www.govtrack.us/congress/bills/115/sres695,https://www.govinfo.gov/content/pkg/BILLS-115sres695ats/pdf/BILLS-115sres695ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7057-7058)",2018-11-15,S.RES.695,Labor and Employment,,"A resolution designating the week beginning November 12, 2018, as ""National Apprenticeship Week"".",M001111,Patty Murray,D,WA,Sen.,https://api.propublica.org/congress/v1/members/M001111.json,[],,,"A resolution designating the week beginning November 12, 2018, as ""National Apprenticeship Week"".",
13,True,sres702-115,sres702,sres,https://api.propublica.org/congress/v1/115/bills/sres702.json,['SLIA'],Senate Indian Affairs Committee,https://www.congress.gov/bill/115th-congress/senate-resolution/702,26,16.0,1.0,9.0,,https://www.govtrack.us/congress/bills/115/sres702,https://www.govinfo.gov/content/pkg/BILLS-115sres702ats/pdf/BILLS-115sres702ats.pdf,,2018-11-15,,Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.,2018-11-26,S.RES.702,Native Americans,,A resolution recognizing National Native American Heritage Month and celebrating the heritages and cultures of Native Americans and the contributions of Native Americans to the United States.,H001061,John Hoeven,R,ND,Sen.,https://api.propublica.org/congress/v1/members/H001061.json,[],"Recognizes November 2018 as National Native American Heritage Month, and the Friday after Thanksgiving as Native American Heritage Day.","Recognizes November 2018 as National Native American Heritage Month, and the Friday after Thanksgiving as Native American Heritage Day.",A resolution recognizing National Native American Heritage Month and celebrating the heritages and cultures of Native Americans and the contributions of Native Americans to the United States.,
15,True,sres697-115,sres697,sres,https://api.propublica.org/congress/v1/115/bills/sres697.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/697,1,,,1.0,,https://www.govtrack.us/congress/bills/115/sres697,https://www.govinfo.gov/content/pkg/BILLS-115sres697ats/pdf/BILLS-115sres697ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7058)",2018-11-15,S.RES.697,Education,,"A resolution designating November 2018 as ""National College Application Month"".",C001088,Christopher A. Coons,D,DE,Sen.,https://api.propublica.org/congress/v1/members/C001088.json,[],Designates November 2018 as National College Application Month.,Designates November 2018 as National College Application Month.,"A resolution designating November 2018 as ""National College Application Month"".",
16,True,sres694-115,sres694,sres,https://api.propublica.org/congress/v1/115/bills/sres694.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/694,99,47.0,2.0,50.0,,https://www.govtrack.us/congress/bills/115/sres694,https://www.govinfo.gov/content/pkg/BILLS-115sres694ats/pdf/BILLS-115sres694ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7057)",2018-11-15,S.RES.694,Crime and Law Enforcement,,"A resolution condemning the horrific, anti-Semitic attack at a synagogue in Pittsburgh, Pennsylvania, expressing support and prayers for all those affected by the tragedy, and applauding the dedication and bravery of law enforcement and emergency response",T000461,Patrick J. Toomey,R,PA,Sen.,https://api.propublica.org/congress/v1/members/T000461.json,[],,,"A resolution condemning the horrific, anti-Semitic attack at a synagogue in Pittsburgh, Pennsylvania, expressing support and prayers for all those affected by the tragedy, and applauding the dedication and bravery of law enforcement and emergency response officials in responding to the attack.",
17,True,sres696-115,sres696,sres,https://api.propublica.org/congress/v1/115/bills/sres696.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/696,1,1.0,,,,https://www.govtrack.us/congress/bills/115/sres696,https://www.govinfo.gov/content/pkg/BILLS-115sres696ats/pdf/BILLS-115sres696ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7058)",2018-11-15,S.RES.696,Congress,,"A resolution permitting the collection of clothing, toys, food, and housewares during the holiday season for charitable purposes in Senate buildings.",I000055,Johnny Isakson,R,GA,Sen.,https://api.propublica.org/congress/v1/members/I000055.json,[],,,"A resolution permitting the collection of clothing, toys, food, and housewares during the holiday season for charitable purposes in Senate buildings.",
18,True,sres688-115,sres688,sres,https://api.propublica.org/congress/v1/115/bills/sres688.json,['SSHR'],"Senate Health, Education, Labor, and Pensions Committee",https://www.congress.gov/bill/115th-congress/senate-resolution/688,9,5.0,,4.0,,https://www.govtrack.us/congress/bills/115/sres688,https://www.govinfo.gov/content/pkg/BILLS-115sres688ats/pdf/BILLS-115sres688ats.pdf,,2018-11-15,,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent.,2018-11-29,S.RES.688,Families,,"A resolution expressing support for the designation of the week of November 19 through November 23, 2018, as ""National Family Service Learning Week"".",C001056,John Cornyn,R,TX,Sen.,https://api.propublica.org/congress/v1/members/C001056.json,[],,,"A resolution expressing support for the designation of the week of November 19 through November 23, 2018, as ""National Family Service Learning Week"".",
0,True,sres701-115,sres701,sres,https://api.propublica.org/congress/v1/115/bills/sres701.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/701,10,6.0,,4.0,,https://www.govtrack.us/congress/bills/115/sres701,https://www.govinfo.gov/content/pkg/BILLS-115sres701ats/pdf/BILLS-115sres701ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7059-7060)",2018-11-15,S.RES.701,"Science, Technology, Communications",,"A resolution designating November 15, 2018, as ""National GIS Day"".",H000338,Orrin G. Hatch,R,UT,Sen.,https://api.propublica.org/congress/v1/members/H000338.json,[],"Designates November 15, 2018, as National GIS Day. Encourages the continued use of geographic information system (GIS) technology to learn, address societal challenges, and drive economic growth. ","Designates November 15, 2018, as National GIS Day. Encourages the continued use of geographic information system (GIS) technology to learn, address societal challenges, and drive economic growth. ","A resolution designating November 15, 2018, as ""National GIS Day"".",
3,True,sres699-115,sres699,sres,https://api.propublica.org/congress/v1/115/bills/sres699.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/699,2,1.0,,1.0,,https://www.govtrack.us/congress/bills/115/sres699,https://www.govinfo.gov/content/pkg/BILLS-115sres699ats/pdf/BILLS-115sres699ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7059)",2018-11-15,S.RES.699,Transportation and Public Works,,"A resolution designating November 25, 2018, as ""Drive Safer Sunday"".",I000055,Johnny Isakson,R,GA,Sen.,https://api.propublica.org/congress/v1/members/I000055.json,[],,,"A resolution designating November 25, 2018, as ""Drive Safer Sunday"".",
4,True,sres692-115,sres692,sres,https://api.propublica.org/congress/v1/115/bills/sres692.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/692,44,22.0,1.0,21.0,,https://www.govtrack.us/congress/bills/115/sres692,https://www.govinfo.gov/content/pkg/BILLS-115sres692ats/pdf/BILLS-115sres692ats.pdf,,2018-11-15,,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S7062-7063; text: CR S7056)",2018-11-15,S.RES.692,Commerce,,"A resolution recognizing November 24, 2018, as ""Small Business Saturday"" and celebrating the vital role of small businesses, along with the efforts of the Small Business Administration, to help people in the United States start, build, and grow businesses",R000584,Jim Risch,R,ID,Sen.,https://api.propublica.org/congress/v1/members/R000584.json,[],,,"A resolution recognizing November 24, 2018, as ""Small Business Saturday"" and celebrating the vital role of small businesses, along with the efforts of the Small Business Administration, to help people in the United States start, build, and grow businesses.",
5,True,sres700-115,sres700,sres,https://api.propublica.org/congress/v1/115/bills/sres700.json,[],,https://www.congress.gov/bill/115th-congress/senate-resolution/700,0,,,,,https://www.govtrack.us/congress/bills/115/sres700,https://www.govinfo.gov/content/pkg/BILLS-115sres700ats/pdf/BILLS-115sres700ats.pdf,,2018-11-15,,Message on Senate action sent to the House.,2018-11-16,S.RES.700,Congress,,"A resolution relative to the death of the Honorable Walter ""Dee"" Huddleston, former United States Senator for the Commonwealth of Kentucky.",M000355,Mitch McConnell,R,KY,Sen.,https://api.propublica.org/congress/v1/members/M000355.json,[],,,"A resolution relative to the death of the Honorable Walter ""Dee"" Huddleston, former United States Senator for the Commonwealth of Kentucky.",
